Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards
Jordan Martinook,23,ARI,LW,81,9,15,24,-9,18,8,0,1,2,13,1,1,109,8.3,207,1230:27,15:11,18,15,54.5,40,52,52,12,
Joakim Nordström,23,CAR,LW,71,10,14,24,1,12,9,0,1,1,14,0,0,81,12.3,171,1109:26,15:38,6,4,60.0,32,98,26,33,
Colin Wilson,26,NSH,LW,64,6,18,24,-1,14,5,1,0,0,18,0,0,108,5.6,184,925:13,14:27,14,21,40.0,25,61,24,26,
Justin Braun,28,SJS,D,80,4,19,23,11,36,4,0,0,0,18,1,0,114,3.5,244,1644:45,20:34,0,0,,140,95,33,46,
Cal Clutterbuck,28,NYI,RW,77,15,8,23,7,22,13,0,2,5,7,0,1,80,18.8,151,917:32,11:55,1,2,33.3,34,288,21,20,
Jason Demers,27,DAL,D,62,7,16,23,16,72,3,3,1,1,14,2,0,94,7.4,231,1293:49,20:52,0,0,,73,86,28,41,
Mike Fisher,35,NSH,C,70,13,10,23,-14,29,10,3,0,2,7,2,1,98,13.3,187,1201:25,17:10,668,582,53.4,74,142,21,14,
Marcus Foligno,24,BUF,LW,75,10,13,23,4,79,8,0,2,2,11,2,0,81,12.3,137,988:50,13:11,1,3,25.0,44,193,30,17,
Andrej Nestrašil,24,CAR,C,55,9,14,23,4,8,7,2,0,1,14,0,0,105,8.6,198,789:18,14:21,8,17,32.0,13,27,29,16,
Colton Sceviour,26,DAL,C,71,11,12,23,6,21,10,1,0,1,9,2,1,125,8.8,221,899:35,12:40,9,15,37.5,52,71,30,27,
Mark Streit,38,PHI,D,62,6,17,23,-1,18,4,2,0,1,11,6,0,110,5.5,225,1356:13,21:52,0,0,,90,28,14,41,
Tom Wilson,21,WSH,RW,82,7,16,23,3,163,7,0,0,1,14,1,1,99,7.1,189,1058:51,12:55,8,6,57.1,48,253,16,21,
Nail Yakupov,22,EDM,RW,60,8,15,23,-16,24,7,1,0,1,10,5,0,127,6.3,220,853:11,14:13,0,1,0.0,21,54,27,41,
Jason Zucker,24,MIN,LW,71,13,10,23,-4,20,12,0,1,1,7,2,1,158,8.2,280,1106:10,15:35,1,1,50.0,33,83,40,27,
J.T. Brown,25,TBL,RW,78,8,14,22,16,59,8,0,0,0,12,0,2,140,5.7,238,1042:11,13:22,23,27,46.0,40,103,21,14,
Alexandre Burrows,34,VAN,RW,79,9,13,22,-13,49,7,2,0,0,9,4,0,135,6.7,221,1198:25,15:10,10,12,45.5,33,81,27,14,
Vernon Fiddler,35,DAL,C,82,12,10,22,5,31,9,1,2,0,7,1,2,98,12.2,187,953:54,11:38,455,442,50.7,39,42,24,15,
Marián Gáborík,33,LAK,RW,54,12,10,22,-6,20,11,1,0,3,7,3,0,142,8.5,213,807:00,14:57,1,2,33.3,17,29,13,18,
Noah Hanifin,19,CAR,D,79,4,18,22,-14,22,3,1,0,0,12,6,0,122,3.3,280,1414:25,17:54,0,0,,78,67,42,49,
Nick Holden,28,COL,D,82,6,16,22,-1,24,6,0,0,0,15,1,0,98,6.1,200,1794:12,21:53,0,0,,118,217,21,26,
Lauri Korpikoski,29,EDM,LW,71,10,12,22,-17,10,7,2,1,2,8,4,0,88,11.4,148,989:10,13:56,18,16,52.9,56,100,19,14,
Nikolai Kulemin,29,NYI,LW,81,9,13,22,13,22,9,0,0,3,13,0,0,92,9.8,161,1138:56,14:04,23,36,39.0,50,107,32,31,
Riley Nash,26,CAR,C,64,9,13,22,-5,18,7,2,0,1,9,4,0,76,11.8,129,829:12,12:57,193,197,49.5,21,58,47,13,
Jaden Schwartz,23,STL,LW,33,8,14,22,8,8,7,1,0,1,10,4,0,63,12.7,105,567:43,17:12,15,17,46.9,21,26,16,18,
Karl Alzner,27,WSH,D,82,4,17,21,14,26,4,0,0,1,17,0,0,75,5.3,185,1752:45,21:23,0,0,,207,135,24,41,
Alexander Burmistrov,24,WPG,C,81,7,14,21,-11,32,7,0,0,2,12,1,1,102,6.9,204,1309:59,16:10,205,307,40.0,35,125,36,48,
Luke Glendening,26,DET,C,81,8,13,21,4,46,8,0,0,3,13,0,0,88,9.1,152,1180:48,14:35,614,511,54.6,71,143,20,11,Selke-40
Travis Hamonic,25,NYI,D,72,5,16,21,-5,35,4,0,1,1,16,0,0,147,3.4,331,1715:18,23:49,0,0,,128,148,44,61,
Scott Laughton,21,PHI,C,71,7,14,21,-2,34,7,0,0,0,14,0,0,85,8.2,145,740:48,10:26,170,218,43.8,29,86,23,21,
John Mitchell,31,COL,C,71,10,11,21,-7,52,10,0,0,3,10,1,0,101,9.9,165,1082:27,15:15,415,434,48.9,65,85,33,17,
Matt Moulson,32,BUF,LW,81,8,13,21,-5,16,6,2,0,1,8,5,0,111,7.2,182,964:09,11:54,0,5,0.0,23,45,18,15,
Johnny Oduya,34,DAL,D,82,4,17,21,8,26,3,0,1,0,16,0,1,63,6.3,190,1670:57,20:23,0,0,,172,73,23,37,
Marco Scandella,25,MIN,D,73,5,16,21,6,22,3,2,0,0,14,1,1,126,4.0,297,1511:06,20:42,0,0,,105,66,23,39,
Damon Severson,21,NJD,D,72,1,20,21,-8,32,1,0,0,0,15,5,0,94,1.1,201,1307:52,18:10,0,0,,41,66,16,36,
Andrej Šustr,25,TBL,D,77,4,17,21,-2,30,4,0,0,1,17,0,0,65,6.2,141,1296:24,16:50,0,0,,66,29,16,34,
Jacob Trouba,21,WPG,D,81,6,15,21,10,62,5,0,1,0,10,4,1,133,4.5,283,1787:23,22:04,0,1,0.0,177,144,29,65,
John-Michael Liles,35,2TM,D,81,6,15,21,-10,18,4,1,1,1,13,2,0,111,5.4,232,1644:36,20:18,0,0,,127,81,26,44,
John-Michael Liles,35,CAR,D,64,6,9,15,-3,16,4,1,1,1,7,2,0,92,6.5,204,1316:05,20:34,0,0,,96,64,26,32,
John-Michael Liles,35,BOS,D,17,0,6,6,-7,2,0,0,0,0,6,0,0,19,0.0,28,328:31,19:19,0,0,,31,17,0,12,
Brian Boyle,31,TBL,C,76,13,7,20,-7,57,9,2,2,4,6,1,0,117,11.1,199,981:11,12:55,346,336,50.7,48,115,15,16,
Danny DeKeyser,25,DET,D,78,8,12,20,2,44,8,0,0,3,12,0,0,72,11.1,145,1700:45,21:48,0,0,,107,88,17,38,
Alexander Edler,29,VAN,D,52,6,14,20,-8,46,3,3,0,0,8,6,0,111,5.4,248,1271:32,24:27,0,0,,106,84,15,40,
William Karlsson,23,CBJ,C,81,9,11,20,-9,6,9,0,0,1,11,0,0,108,8.3,179,1172:04,14:28,416,495,45.7,48,40,42,21,Byng-32
Curtis Lazar,20,OTT,RW,76,6,14,20,-1,18,4,1,1,0,10,1,3,78,7.7,141,1053:16,13:52,168,216,43.8,47,118,24,15,Byng-56
Paul Martin,34,SJS,D,78,3,17,20,13,22,2,1,0,0,16,1,0,49,6.1,122,1616:46,20:44,0,0,,123,54,26,50,Byng-46
Jaccob Slavin,21,CAR,D,63,2,18,20,1,8,2,0,0,0,13,4,1,84,2.4,185,1322:11,20:59,0,0,,119,41,54,25,Calder-10
Viktor Stålberg,30,NYR,LW,75,9,11,20,6,22,9,0,0,0,11,0,0,125,7.2,211,915:14,12:12,2,4,33.3,33,144,29,22,
Chris Stewart,28,ANA,RW,56,8,12,20,2,73,7,1,0,1,8,4,0,78,10.3,133,604:31,10:48,3,6,33.3,10,72,12,20,
Chris Tierney,21,SJS,C,79,7,13,20,-16,20,5,1,1,2,13,0,0,96,7.3,144,1042:11,13:12,368,437,45.7,39,24,31,40,
Nathan Beaulieu,23,MTL,D,64,2,17,19,-6,55,1,1,0,0,15,2,0,74,2.7,144,1117:15,17:27,0,0,,89,59,17,48,
Reid Boucher,22,NJD,LW,39,8,11,19,-13,6,6,2,0,4,7,4,0,74,10.8,123,556:32,14:16,1,2,33.3,14,32,9,9,
Jay Bouwmeester,32,STL,D,72,3,16,19,-4,18,2,1,0,0,15,1,0,105,2.9,230,1664:13,23:07,0,0,,110,71,11,30,Byng-46
Ron Hainsey,34,CAR,D,81,5,14,19,-13,37,5,0,0,2,14,0,0,131,3.8,251,1808:18,22:19,0,0,,126,85,34,48,
Melker Karlsson,25,SJS,C,65,10,9,19,5,16,10,0,0,1,9,0,0,96,10.4,167,879:02,13:31,11,12,47.8,48,76,24,14,
Olli Määttä,21,PIT,D,67,6,13,19,27,22,6,0,0,2,11,1,1,95,6.3,190,1337:20,19:58,0,0,,87,81,8,34,
Matt Martin,26,NYI,LW,80,10,9,19,2,119,10,0,0,1,9,0,0,86,11.6,142,844:31,10:33,1,3,25.0,24,365,8,15,
Torrey Mitchell,31,MTL,C,71,11,8,19,2,51,10,0,1,3,6,0,2,69,15.9,102,900:41,12:41,370,347,51.6,38,67,22,27,
John Moore,25,NJD,D,73,4,15,19,-12,28,3,1,0,3,10,5,0,106,3.8,218,1448:11,19:50,0,0,,83,93,23,42,
David Schlemko,28,NJD,D,67,6,13,19,-22,16,5,1,0,3,2,11,0,104,5.8,182,1249:29,18:39,0,0,,88,47,16,29,
Dennis Wideman,32,CGY,D,51,2,17,19,-9,30,0,2,0,0,11,6,0,75,2.7,186,1051:22,20:37,0,0,,77,37,14,37,
Kris Russell,28,2TM,D,62,4,15,19,-5,10,2,2,0,1,13,2,0,70,5.7,189,1430:42,23:05,0,1,0.0,210,40,23,47,Byng-28
Kris Russell,28,CGY,D,51,4,11,15,-4,8,2,2,0,1,11,0,0,56,7.1,155,1166:22,22:52,0,1,0.0,174,31,19,34,
Kris Russell,28,DAL,D,11,0,4,4,-1,2,0,0,0,0,2,2,0,14,0.0,34,264:20,24:02,0,0,,36,9,4,13,
Daniel Winnik,30,2TM,C,76,6,13,19,4,38,6,0,0,0,13,0,0,101,5.9,166,1042:24,13:43,8,12,40.0,46,53,35,9,
Daniel Winnik,30,TOR,C,56,4,10,14,-3,16,4,0,0,0,10,0,0,85,4.7,132,798:48,14:16,6,10,37.5,35,41,30,7,
Daniel Winnik,30,WSH,C,20,2,3,5,7,22,2,0,0,0,3,0,0,16,12.5,34,243:36,12:11,2,2,50.0,11,12,5,2,
Matt Bartkowski,27,VAN,D,80,6,12,18,-19,50,6,0,0,0,12,0,0,85,7.1,198,1489:32,18:37,0,0,,42,141,18,49,
Paul Byron,26,MTL,C,62,11,7,18,-9,11,8,0,3,2,5,0,2,50,22.0,90,853:02,13:46,3,2,60.0,25,112,23,15,Byng-38
Micheal Ferland,23,CGY,LW,71,4,14,18,-15,45,3,1,0,0,13,1,0,122,3.3,189,895:30,12:37,7,5,58.3,22,207,37,25,
Zemgus Girgensons,22,BUF,C,71,7,11,18,0,20,6,1,0,1,9,1,1,110,6.4,179,1067:34,15:02,153,182,45.7,41,125,16,18,
Michael Grabner,28,TOR,RW,80,9,9,18,-4,12,8,0,1,2,9,0,0,116,7.8,186,1157:32,14:28,3,10,23.1,55,41,66,21,
Thomas Hickey,26,NYI,D,62,6,12,18,9,30,6,0,0,2,11,0,0,55,10.9,151,1079:05,17:24,0,0,,90,65,18,41,
Adam Larsson,23,NJD,D,82,3,15,18,15,77,3,0,0,1,14,0,1,65,4.6,154,1845:47,22:31,0,0,,148,163,22,27,
Jonathan Marchessault,25,TBL,C,45,7,11,18,-10,17,3,4,0,1,8,3,0,81,8.6,134,544:01,12:05,38,41,48.1,9,61,10,12,
Jared McCann,19,VAN,C,69,9,9,18,-6,32,8,1,0,1,7,2,0,106,8.5,199,864:01,12:31,181,341,34.7,19,45,30,26,
Kevan Miller,28,BOS,D,71,5,13,18,15,53,5,0,0,0,12,1,0,64,7.8,145,1353:10,19:04,0,0,,123,164,12,33,
Mike Santorelli,30,ANA,C,70,9,9,18,-4,8,8,1,0,1,7,2,0,81,11.1,131,706:29,10:06,75,83,47.5,20,28,5,15,Byng-56
Chris Tanev,26,VAN,D,69,4,14,18,-8,8,2,2,0,0,12,1,1,42,9.5,96,1501:00,21:45,0,0,,166,18,14,39,Byng-21
Tommy Wingels,27,SJS,C,68,7,11,18,-10,63,6,1,0,0,7,2,2,111,6.3,177,927:10,13:38,38,55,40.9,54,203,21,30,
Vincent Lecavalier,35,2TM,C,49,10,8,18,0,22,4,6,0,0,7,1,0,67,14.9,113,648:46,13:14,297,288,50.8,22,62,13,14,
Vincent Lecavalier,35,PHI,C,7,0,1,1,-1,2,0,0,0,0,1,0,0,7,0.0,8,66:13,9:28,2,5,28.6,1,2,2,1,
Vincent Lecavalier,35,LAK,C,42,10,7,17,1,20,4,6,0,0,6,1,0,60,16.7,105,582:33,13:52,295,283,51.0,21,60,11,13,
David Jones,31,2TM,RW,75,11,7,18,-7,10,10,1,0,2,7,0,0,84,13.1,158,932:56,12:26,17,17,50.0,33,147,14,9,
David Jones,31,CGY,RW,59,9,6,15,-8,10,8,1,0,2,6,0,0,67,13.4,130,754:37,12:47,16,16,50.0,28,115,10,7,
David Jones,31,MIN,RW,16,2,1,3,1,0,2,0,0,0,1,0,0,17,11.8,28,178:19,11:09,1,1,50.0,5,32,4,2,
Justin Schultz,25,2TM,D,63,4,14,18,-15,16,2,2,0,0,8,6,0,82,4.9,178,1162:08,18:27,0,2,0.0,72,36,21,40,
Justin Schultz,25,EDM,D,45,3,7,10,-22,14,2,1,0,0,2,5,0,59,5.1,134,906:01,20:08,0,2,0.0,66,29,16,38,
Justin Schultz,25,PIT,D,18,1,7,8,7,2,0,1,0,0,6,1,0,23,4.3,44,256:07,14:14,0,0,,6,7,5,2,
Sven Andrighetto,22,MTL,RW,44,7,10,17,1,6,6,1,0,0,9,1,0,74,9.5,131,621:11,14:07,3,4,42.9,17,71,9,13,
Jay Beagle,30,WSH,RW,57,8,9,17,0,24,8,0,0,1,9,0,0,74,10.8,123,798:55,14:01,370,267,58.1,24,55,20,12,
Joseph Blandisi,21,NJD,LW,41,5,12,17,-14,34,1,4,0,1,10,2,0,43,11.6,81,639:42,15:36,11,22,33.3,13,39,19,8,
Phillip Di Giuseppe,22,CAR,LW,41,7,10,17,0,18,7,0,0,1,10,0,0,68,10.3,120,584:55,14:16,7,13,35.0,21,113,17,5,
Patrick Eaves,31,DAL,RW,54,11,6,17,-5,27,6,5,0,2,4,2,0,86,12.8,160,700:02,12:58,3,8,27.3,20,70,15,11,
Cody Franson,28,BUF,D,59,4,13,17,-5,26,3,1,0,1,7,6,0,92,4.3,189,993:24,16:50,0,0,,56,61,14,31,
Dan Girardi,31,NYR,D,74,2,15,17,18,20,2,0,0,1,14,0,1,77,2.6,149,1503:44,20:19,0,0,,195,168,23,56,
Dmitry Kulikov,25,FLA,D,74,1,16,17,8,51,1,0,0,1,10,6,0,99,1.0,189,1556:33,21:02,0,0,,121,122,31,54,
Johan Larsson,23,BUF,LW,74,10,7,17,-4,27,9,1,0,5,4,3,0,95,10.5,191,1096:39,14:49,388,371,51.1,33,113,21,16,
Adam Lowry,22,WPG,C,74,7,10,17,-9,53,7,0,0,2,10,0,0,73,9.6,121,1037:22,14:01,391,454,46.3,48,187,33,18,
Connor Murphy,22,ARI,D,78,6,11,17,5,48,5,1,0,1,9,2,0,101,5.9,244,1599:09,20:30,0,0,,139,175,21,29,
Matthew Nieto,23,SJS,LW,67,8,9,17,-8,10,6,0,2,1,8,1,0,90,8.9,151,881:41,13:10,2,6,25.0,33,33,17,27,
Alexander Petrovic,23,FLA,D,66,2,15,17,17,90,2,0,0,0,14,0,1,53,3.8,115,1119:04,16:57,0,0,,76,157,9,24,
Matt Stajan,32,CGY,C,80,6,11,17,-4,52,4,0,2,0,10,0,1,58,10.3,111,1015:48,12:42,373,415,47.3,45,77,34,34,
Shane Prince,23,2TM,LW,62,6,11,17,5,10,6,0,0,1,11,0,0,88,6.8,155,696:16,11:14,4,1,80.0,14,24,19,24,
Shane Prince,23,OTT,LW,42,3,9,12,2,6,3,0,0,1,9,0,0,62,4.8,110,446:18,10:38,2,1,66.7,9,16,10,13,
Shane Prince,23,NYI,LW,20,3,2,5,3,4,3,0,0,0,2,0,0,26,11.5,45,249:58,12:30,2,0,100.0,5,8,9,11,
Kevin Connauton,25,2TM,D,65,5,12,17,7,60,5,0,0,0,9,3,0,109,4.6,230,1087:58,16:44,0,0,,58,100,15,13,
Kevin Connauton,25,CBJ,D,27,1,7,8,10,21,1,0,0,0,5,2,0,44,2.3,86,420:48,15:35,0,0,,15,24,4,3,
Kevin Connauton,25,ARI,D,38,4,5,9,-3,39,4,0,0,0,4,1,0,65,6.2,144,667:10,17:33,0,0,,43,76,11,10,
Viktor Arvidsson,22,NSH,LW,56,8,8,16,-8,35,7,1,0,3,8,0,0,139,5.8,228,694:28,12:24,0,0,,35,27,15,17,
Calvin de Haan,24,NYI,D,72,2,14,16,3,20,2,0,0,0,13,1,0,102,2.0,213,1485:34,20:38,0,1,0.0,198,128,19,57,
Derek Dorsett,29,VAN,RW,71,5,11,16,-13,177,5,0,0,0,10,0,1,91,5.5,147,893:55,12:35,3,7,30.0,44,127,11,14,
Brian Dumoulin,24,PIT,D,79,0,16,16,11,14,0,0,0,0,16,0,0,101,0.0,207,1491:58,18:53,1,0,100.0,68,77,32,36,
Toby Enström,31,WPG,D,72,2,14,16,8,44,2,0,0,0,13,1,0,50,4.0,120,1501:31,20:51,0,0,,96,25,9,40,
Justin Fontaine,28,MIN,RW,60,5,11,16,3,20,5,0,0,1,10,0,1,54,9.3,96,711:20,11:51,1,3,25.0,24,9,17,12,
Sam Gagner,26,PHI,C,53,8,8,16,4,25,6,2,0,2,7,1,0,86,9.3,161,734:37,13:52,34,63,35.1,15,17,20,13,
Tyler Kennedy,29,NJD,C,50,3,13,16,-14,14,2,1,0,0,8,5,0,72,4.2,125,671:15,13:26,23,35,39.7,9,35,16,12,
Trevor Lewis,29,LAK,C,75,8,8,16,-10,20,7,0,1,1,7,1,0,167,4.8,265,1091:59,14:34,103,154,40.1,28,168,17,22,
Colin Miller,23,BOS,D,42,3,13,16,0,39,3,0,0,0,8,5,0,59,5.1,140,663:23,15:48,0,0,,36,45,6,20,
Brett Pesce,21,CAR,D,69,4,12,16,-7,16,3,1,0,1,8,4,0,85,4.7,180,1295:00,18:46,0,1,0.0,83,30,43,22,
Jeff Petry,28,MTL,D,51,5,11,16,-6,16,4,1,0,2,4,4,3,98,5.1,233,1089:10,21:21,1,0,100.0,73,86,16,50,
Nate Schmidt,24,WSH,D,72,2,14,16,12,16,2,0,0,1,14,0,0,80,2.5,184,1301:01,18:04,0,0,,111,69,34,42,Byng-46
Ryan White,27,PHI,C,73,11,5,16,-9,101,8,3,0,0,5,0,0,88,12.5,172,917:10,12:34,184,167,52.4,51,208,14,21,
Marek Židlický,38,NYI,D,53,4,12,16,5,20,4,0,0,1,8,4,0,48,8.3,93,825:55,15:35,0,0,,68,39,5,21,
Roman Polák,29,2TM,D,79,1,15,16,6,72,1,0,0,0,15,0,0,91,1.1,217,1513:23,19:09,1,0,100.0,146,303,17,43,
Roman Polák,29,TOR,D,55,1,12,13,8,56,1,0,0,0,12,0,0,56,1.8,137,1085:42,19:44,1,0,100.0,102,220,12,28,
Roman Polák,29,SJS,D,24,0,3,3,-2,16,0,0,0,0,3,0,0,35,0.0,80,427:41,17:49,0,0,,44,83,5,15,
Luke Schenn,26,2TM,D,72,4,12,16,-2,82,3,1,0,0,12,0,0,76,5.3,201,1265:08,17:34,1,1,50.0,106,234,11,53,
Luke Schenn,26,PHI,D,29,2,3,5,-7,30,2,0,0,0,3,0,0,19,10.5,74,510:07,17:35,1,1,50.0,40,71,3,19,
Luke Schenn,26,LAK,D,43,2,9,11,5,52,1,1,0,0,9,0,0,57,3.5,127,755:01,17:34,0,0,,66,163,8,34,
Milan Michálek,31,2TM,LW,45,7,9,16,0,18,4,3,0,0,6,3,0,64,10.9,119,725:20,16:07,3,5,37.5,27,42,25,14,
Milan Michálek,31,OTT,LW,32,6,4,10,1,12,3,3,0,0,4,0,0,56,10.7,95,537:51,16:48,2,3,40.0,21,23,17,11,
Milan Michálek,31,TOR,LW,13,1,5,6,-1,6,1,0,0,0,2,3,0,8,12.5,24,187:29,14:25,1,2,33.3,6,19,8,3,
Patrik Berglund,27,STL,C,42,10,5,15,1,16,6,4,0,5,5,0,0,80,12.5,128,650:32,15:29,139,138,50.2,17,48,22,9,
Kevin Bieksa,34,ANA,D,71,4,11,15,-7,99,2,2,0,1,7,4,0,109,3.7,249,1491:46,21:01,0,0,,108,152,13,51,
Jonathan Ericsson,31,DET,D,71,3,12,15,2,56,3,0,0,0,12,0,0,68,4.4,154,1315:57,18:32,0,0,,48,121,14,61,
Colin Greening,29,2TM,LW,31,7,8,15,-2,13,6,1,0,0,7,1,0,58,12.1,102,436:59,14:06,13,8,61.9,10,90,10,10,
Colin Greening,29,OTT,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,4:00,4:00,0,0,,0,3,0,1,
Colin Greening,29,TOR,LW,30,7,8,15,-2,13,6,1,0,0,7,1,0,56,12.5,100,432:59,14:26,13,8,61.9,10,87,10,9,
Shawn Horcoff,37,ANA,C,59,6,9,15,1,34,5,0,1,2,8,0,1,73,8.2,116,783:56,13:17,320,306,51.1,24,58,12,28,
Sergey Kalinin,24,NJD,C,78,8,7,15,-9,33,5,3,0,2,7,0,0,70,11.4,122,1039:26,13:20,134,188,41.6,30,146,25,17,
Tom Kühnhackl,24,PIT,RW,42,5,10,15,3,24,3,0,2,1,10,0,0,52,9.6,79,512:24,12:12,0,3,0.0,32,57,5,6,
Josh Manson,24,ANA,D,71,5,10,15,11,74,5,0,0,1,10,0,0,88,5.7,171,1333:33,18:47,0,0,,67,158,18,51,
Dominic Moore,35,NYR,C,80,6,9,15,-2,32,6,0,0,2,9,0,0,94,6.4,150,1063:36,13:18,476,384,55.3,35,51,24,36,
Brendan Smith,26,DET,D,63,3,12,15,1,62,2,1,0,0,12,0,0,82,3.7,172,1109:00,17:36,0,0,,42,94,10,35,
Marc Staal,29,NYR,D,77,2,13,15,2,36,2,0,0,1,13,0,0,65,3.1,145,1515:18,19:41,1,3,25.0,120,65,20,49,
Linden Vey,24,VAN,RW,41,4,11,15,-14,6,1,3,0,0,9,2,0,40,10.0,75,645:49,15:45,193,256,43.0,9,4,16,16,
Emerson Etem,23,2TM,RW,58,7,8,15,-12,11,7,0,0,1,8,0,0,100,7.0,182,762:42,13:09,2,2,50.0,43,87,20,20,
Emerson Etem,23,NYR,RW,19,0,3,3,-4,2,0,0,0,0,3,0,0,23,0.0,50,210:28,11:05,1,1,50.0,7,26,13,3,
Emerson Etem,23,VAN,RW,39,7,5,12,-8,9,7,0,0,1,5,0,0,77,9.1,132,552:14,14:10,1,1,50.0,36,61,7,17,
Andreas Athanasiou,21,DET,C,37,9,5,14,1,5,8,0,1,1,5,0,0,53,17.0,85,333:39,9:01,53,76,41.1,8,17,11,7,
Pierre-Édouard Bellemare,30,PHI,LW,74,7,7,14,-8,27,6,0,1,1,6,0,1,102,6.9,199,1004:06,13:34,272,307,47.0,61,65,37,23,
Alex Chiasson,25,OTT,RW,77,8,6,14,2,45,5,2,1,1,6,0,0,88,9.1,142,1050:05,13:38,3,2,60.0,28,103,26,16,
Eric Fehr,30,PIT,C,55,8,6,14,0,19,4,0,4,2,5,1,0,74,10.8,125,718:04,13:03,107,135,44.2,45,60,30,11,
Radko Gudas,25,PHI,D,76,5,9,14,-3,116,5,0,0,1,9,0,0,150,3.3,340,1508:07,19:51,0,0,,157,304,11,57,
Erik Gustafsson,23,CHI,D,41,0,14,14,11,4,0,0,0,0,13,1,0,58,0.0,130,633:26,15:27,0,0,,37,29,9,12,
Jack Johnson,29,CBJ,D,60,6,8,14,-16,25,3,3,0,2,5,3,0,86,7.0,205,1450:31,24:11,0,1,0.0,102,98,8,30,
Jacob Josefson,24,NJD,C,58,4,10,14,-21,20,1,3,0,1,1,8,1,86,4.7,147,900:17,15:31,323,344,48.4,40,67,19,18,
David Legwand,35,BUF,C,79,5,9,14,-4,14,4,0,1,0,7,1,1,61,8.2,93,766:43,9:42,196,231,45.9,18,28,19,12,
Joffrey Lupul,32,TOR,LW,46,11,3,14,-10,12,9,2,0,2,1,2,0,102,10.8,178,672:34,14:37,0,4,0.0,14,58,12,7,
Jake McCabe,22,BUF,D,77,4,10,14,6,51,4,0,0,0,10,0,0,62,6.5,146,1472:03,19:07,0,2,0.0,109,114,17,34,
Brayden McNabb,25,LAK,D,81,2,12,14,11,92,2,0,0,1,10,1,1,91,2.2,227,1524:01,18:49,0,0,,95,206,19,56,
Jack Skille,28,COL,RW,74,8,6,14,-4,11,8,0,0,0,6,0,0,106,7.5,176,653:36,8:50,4,15,21.1,25,97,17,8,Byng-31
Scottie Upshall,32,STL,RW,70,6,8,14,5,44,6,0,0,1,5,0,3,113,5.3,182,766:20,10:57,12,22,35.3,16,92,19,10,
Trevor van Riemsdyk,24,CHI,D,82,3,11,14,-5,31,3,0,0,1,8,2,1,85,3.5,194,1638:40,19:59,0,0,,155,44,17,45,
Chris VandeVelde,28,PHI,C,79,2,12,14,-7,27,1,0,1,0,12,0,0,77,2.6,128,1070:36,13:33,6,15,28.6,60,139,21,18,
Ryan Garbutt,30,2TM,C,80,7,7,14,-11,48,6,0,1,3,7,0,0,135,5.2,242,866:49,10:50,1,7,12.5,28,165,12,18,
Ryan Garbutt,30,CHI,C,43,2,4,6,-7,27,2,0,0,1,4,0,0,83,2.4,132,444:04,10:20,0,2,0.0,10,94,5,7,
Ryan Garbutt,30,ANA,C,37,5,3,8,-4,21,4,0,1,2,3,0,0,52,9.6,110,422:45,11:26,1,5,16.7,18,71,7,11,
Brooks Laich,32,2TM,C,81,2,12,14,-13,18,2,0,0,1,11,0,1,101,2.0,158,926:14,11:26,98,145,40.3,34,126,29,16,Byng-46
Brooks Laich,32,WSH,C,60,1,6,7,-7,16,1,0,0,1,6,0,0,66,1.5,104,632:44,10:33,38,71,34.9,25,83,12,9,
Brooks Laich,32,TOR,C,21,1,6,7,-6,2,1,0,0,0,5,0,1,35,2.9,54,293:30,13:59,60,74,44.8,9,43,17,7,
Andrew Copp,21,WPG,C,77,7,6,13,8,6,7,0,0,0,6,0,0,54,13.0,89,616:15,8:00,224,262,46.1,18,87,10,18,Byng-70
Michael Del Zotto,25,PHI,D,52,4,9,13,-8,16,4,0,0,1,8,1,0,98,4.1,214,1217:28,23:25,0,0,,104,140,14,31,
Andrew Desjardins,29,CHI,LW,77,8,5,13,-8,30,8,0,0,1,5,0,0,96,8.3,183,1030:25,13:23,43,44,49.4,49,102,26,15,
Andy Greene,33,NJD,D,82,4,9,13,7,26,3,1,0,0,8,1,0,63,6.3,148,1882:05,22:57,0,0,,154,73,26,38,
Dan Hamhuis,33,VAN,D,58,3,10,13,-2,28,2,1,0,1,8,2,0,72,4.2,164,1242:05,21:25,0,0,,72,64,24,47,Byng-38
Dmitrij Jaškin,22,STL,RW,65,4,9,13,3,26,4,0,0,1,9,0,0,92,4.3,159,770:51,11:52,8,20,28.6,16,126,21,8,
Josh Jooris,25,CGY,C,59,4,9,13,-1,39,4,0,0,0,7,0,2,80,5.0,129,725:01,12:17,114,143,44.4,33,62,14,14,
Dwight King,26,LAK,LW,47,7,6,13,-6,24,7,0,0,2,6,0,0,48,14.6,94,678:33,14:26,2,5,28.6,6,73,5,6,
Derek MacKenzie,34,FLA,C,64,6,7,13,7,36,6,0,0,3,6,0,1,79,7.6,126,841:42,13:09,439,362,54.8,38,154,27,13,
Cody McLeod,31,COL,LW,82,8,5,13,1,138,7,1,0,1,5,0,0,73,11.0,107,864:14,10:32,1,0,100.0,28,240,6,2,
